_zillow_value|_one_year_change|_one_year_forcast|_market_temperature|_price_sqft|_median_listing_price|_median_sale_price|_avg_days_on_market|_negative_equity|_delinquency|_rent_list_price|_rent_sqft
$1,447,191|3.0% |-2.3%|Cool|$1,108|$1,310,500|$1,310,500|None|2.6%|0.2%|$4,500|$4.37
